metro_distance,bus_distance,university_distance
1.3039,2.4953,8.8153
1.3039,2.4953,8.8153
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
0.6442,3.7464,6.1531
1.797,2.0507,9.6116
1.797,2.0507,9.6116
1.797,2.0507,9.6116
1.797,2.0507,9.6116
1.797,2.0507,9.6116
0.9563,10.2795,10.488
0.9563,10.2795,10.488
1.6138,11.4506,14.0269
1.6138,11.4506,14.0269
1.0367,2.5079,8.3896
1.0367,2.5079,8.3896
1.0367,2.5079,8.3896
1.0367,2.5079,8.3896
1.0367,2.5079,8.3896
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
0.7509,5.5308,3.437
1.1919,1.0711,9.12
1.1919,1.0711,9.12
1.2729,7.5456,7.6925
0.5719,0.7514,8.0297
0.484,2.1123,8.0481
1.3652,11.4178,12.478
1.3652,11.4178,12.478
1.3652,11.4178,12.478
1.3652,11.4178,12.478
0.8422,4.7531,5.931
0.9394,1.0087,8.1352
0.9394,1.0087,8.1352
0.9394,1.0087,8.1352
0.9394,1.0087,8.1352
0.9394,1.0087,8.1352
0.9394,1.0087,8.1352
0.32,4.0229,2.6943
0.32,4.0229,2.6943
0.32,4.0229,2.6943
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
2.1617,3.7814,5.0417
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
0.9647,9.8077,9.8991
1.0427,5.7692,7.6208
0.5995,4.5595,5.6438
0.5995,4.5595,5.6438
0.5995,4.5595,5.6438
0.5995,4.5595,5.6438
0.5995,4.5595,5.6438
1.4419,4.1392,6.0037
1.4419,4.1392,6.0037
2.0165,1.3728,7.4309
2.0165,1.3728,7.4309
2.0165,1.3728,7.4309
2.0165,1.3728,7.4309
2.0165,1.3728,7.4309
2.0165,1.3728,7.4309
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.4892,2.629,6.2294
0.502,4.8766,3.8974
0.5062,6.0528,3.6471
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.5794,2.6596,6.1695
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.6115,2.2306,7.0139
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.0979,4.2332,2.5306
0.3717,1.5117,8.164
0.3717,1.5117,8.164
0.3717,1.5117,8.164
0.3717,1.5117,8.164
0.3717,1.5117,8.164
0.4867,2.7203,6.1315
0.4867,2.7203,6.1315
0.4867,2.7203,6.1315
0.4867,2.7203,6.1315
0.1619,12.1465,13.6703
0.1619,12.1465,13.6703
0.1619,12.1465,13.6703
1.9682,8.6905,9.1006
0.3677,6.9071,8.7227
0.3677,6.9071,8.7227
0.3677,6.9071,8.7227
0.3677,6.9071,8.7227
0.8706,2.1885,8.4854
0.8706,2.1885,8.4854
0.8706,2.1885,8.4854
0.8706,2.1885,8.4854
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.8845,2.743,6.0356
0.5381,5.2436,3.3098
0.5381,5.2436,3.3098
0.5381,5.2436,3.3098
1.2699,4.2271,6.2791
1.2699,4.2271,6.2791
2.0925,4.2401,5.7041
2.2486,4.3506,5.9013
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
1.0698,4.7696,4.84
0.8972,5.7629,3.1776
0.8972,5.7629,3.1776
8.3126,4.4958,13.0567
1.4061,4.6645,5.153
1.4061,4.6645,5.153
2.0999,1.9367,10.5914
2.0999,1.9367,10.5914
2.0999,1.9367,10.5914
2.9451,3.0219,8.5001
2.9451,3.0219,8.5001
2.9451,3.0219,8.5001
1.4693,9.4898,10.0433
0.8664,4.8253,4.6815
0.7166,5.629,3.1782
0.7166,5.629,3.1782
2.426,2.2394,10.9931
1.0851,1.0956,8.9934
1.0851,1.0956,8.9934
1.0851,1.0956,8.9934
0.8722,9.9924,10.0839
0.8722,9.9924,10.0839
0.8722,9.9924,10.0839
0.8722,9.9924,10.0839
0.8722,9.9924,10.0839
0.8722,9.9924,10.0839
0.2874,2.5602,6.7552
0.2874,2.5602,6.7552
0.2874,2.5602,6.7552
1.1806,5.6865,5.9618
1.1806,5.6865,5.9618
1.1806,5.6865,5.9618
1.1806,5.6865,5.9618
1.1806,5.6865,5.9618
1.084,2.4185,6.6106
1.084,2.4185,6.6106
1.084,2.4185,6.6106
1.6709,1.669,7.1296
1.6709,1.669,7.1296
0.6085,5.3761,4.4288
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.5986,3.0304,7.1565
1.0727,4.5531,6.1492
1.1323,1.0367,9.466
1.1323,1.0367,9.466
1.1323,1.0367,9.466
1.1323,1.0367,9.466
1.0754,9.5695,9.37
2.1991,4.9789,9.1775
2.1991,4.9789,9.1775
2.419,2.2157,10.9548
2.419,2.2157,10.9548
2.419,2.2157,10.9548
2.419,2.2157,10.9548
0.396,2.1728,7.5835
2.2949,1.4264,7.579
2.2949,1.4264,7.579
0.6973,10.7103,10.6141
0.9012,0.992,8.0603
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
1.5239,2.0979,6.7147
0.5786,7.2769,6.6393
0.5786,7.2769,6.6393
1.419,5.4367,5.952
1.419,5.4367,5.952
2.0854,2.9402,7.6479
2.0854,2.9402,7.6479
0.572,6.3146,4.6719
0.572,6.3146,4.6719
4.7536,8.2433,11.5382
4.7536,8.2433,11.5382
0.8793,1.3688,7.544
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.6746,3.1579,7.1816
1.0685,1.7606,8.8837
0.5097,6.2528,7.9612
0.5097,6.2528,7.9612
0.5097,6.2528,7.9612
0.5097,6.2528,7.9612
0.5097,6.2528,7.9612
1.1577,5.697,7.5151
1.1577,5.697,7.5151
1.4642,3.4237,5.7153
1.1964,4.5437,6.4195
1.1964,4.5437,6.4195
2.2166,2.0577,10.6839
2.2166,2.0577,10.6839
1.6877,3.5651,3.2016
2.4025,7.4586,5.6156
0.9304,5.2538,3.546
0.519,5.5663,3.2109
0.519,5.5663,3.2109
1.8921,4.6193,4.534
1.8921,4.6193,4.534
0.5896,4.5024,5.641
0.5896,4.5024,5.641
0.5896,4.5024,5.641
1.4786,7.5027,5.361
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
1.4813,3.5871,5.703
0.3928,5.6263,3.1469
0.4599,0.6021,8.2176
0.4671,4.7613,4.0774
0.4671,4.7613,4.0774
0.4671,4.7613,4.0774
0.4671,4.7613,4.0774
0.4671,4.7613,4.0774
0.4671,4.7613,4.0774
0.4429,1.6422,8.2672
0.4429,1.6422,8.2672
0.4788,1.3683,8.2093
0.4788,1.3683,8.2093
0.4788,1.3683,8.2093
0.4788,1.3683,8.2093
1.2516,7.5985,4.9746
1.2516,7.5985,4.9746
2.026,7.8367,5.6883
1.4819,1.2909,10.0585
1.4819,1.2909,10.0585
1.4819,1.2909,10.0585
1.4819,1.2909,10.0585
1.4819,1.2909,10.0585
0.749,1.7244,8.563
0.749,1.7244,8.563
0.749,1.7244,8.563
0.749,1.7244,8.563
0.4914,7.1405,8.5791
0.4914,7.1405,8.5791
0.4914,7.1405,8.5791
0.4914,7.1405,8.5791
2.1522,4.3525,5.8056
2.1522,4.3525,5.8056
2.1522,4.3525,5.8056
1.7652,8.3354,9.595
1.7652,8.3354,9.595
0.3188,6.6558,8.6852
0.3188,6.6558,8.6852
0.3188,6.6558,8.6852
0.3188,6.6558,8.6852
0.3188,6.6558,8.6852
0.3188,6.6558,8.6852
1.2176,2.2839,8.8596
1.2176,2.2839,8.8596
1.2176,2.2839,8.8596
0.2406,12.336,13.8724
0.2406,12.336,13.8724
0.5496,7.2204,6.4775
0.5496,7.2204,6.4775
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
0.7718,9.8727,9.5611
3.2832,4.1833,9.5775
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
0.5012,6.6676,7.9144
1.3718,4.5814,4.915
0.8079,11.7705,13.7118
0.8079,11.7705,13.7118
0.8079,11.7705,13.7118
0.9985,4.5922,4.6805
0.9985,4.5922,4.6805
0.9985,4.5922,4.6805
0.7433,11.6134,13.4323
0.7433,11.6134,13.4323
1.4065,8.0964,6.7188
1.4065,8.0964,6.7188
1.4065,8.0964,6.7188
1.5171,1.5569,9.3301
0.1939,5.3592,3.7454
0.1939,5.3592,3.7454
1.3895,6.1071,2.9622
1.393,1.189,9.9216
0.6283,5.3637,3.2287
0.6283,5.3637,3.2287
2.7495,4.7537,9.573
1.6866,8.1129,9.7833
1.6866,8.1129,9.7833
1.6866,8.1129,9.7833
0.5069,3.8669,6.1803
0.5069,3.8669,6.1803
0.5069,3.8669,6.1803
1.664,7.8871,5.3029
1.567,1.3899,7.4213
1.8788,1.6805,10.4527
1.8788,1.6805,10.4527
1.8788,1.6805,10.4527
1.4457,7.8892,9.5881
1.4457,7.8892,9.5881
1.4457,7.8892,9.5881
8.0552,4.376,12.8784
0.912,10.3768,10.5387
0.912,10.3768,10.5387
0.912,10.3768,10.5387
0.912,10.3768,10.5387
0.912,10.3768,10.5387
0.912,10.3768,10.5387
0.912,10.3768,10.5387
3.0426,4.2001,9.3094
1.4076,7.9212,9.4711
1.4076,7.9212,9.4711
1.4724,14.4859,11.2661
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.4527,1.5178,7.302
1.7047,1.3906,7.3859
1.7047,1.3906,7.3859
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
2.7255,3.2418,8.2075
1.5644,1.4035,10.0714
1.5644,1.4035,10.0714
1.5644,1.4035,10.0714
1.5644,1.4035,10.0714
2.2576,4.6282,8.7609
1.1221,9.5328,9.2511
0.8855,0.9922,8.0019
0.8855,0.9922,8.0019
0.8855,0.9922,8.0019
0.8855,0.9922,8.0019
1.4629,1.277,10.034
1.4629,1.277,10.034
1.4629,1.277,10.034
2.2216,2.1391,10.0459
2.2216,2.1391,10.0459
2.2216,2.1391,10.0459
2.2216,2.1391,10.0459
2.2216,2.1391,10.0459
0.9814,1.1061,7.8522
2.8546,3.9316,8.5641
2.8546,3.9316,8.5641
1.0672,11.9316,14.218
1.0672,11.9316,14.218
1.0672,11.9316,14.218
1.0672,11.9316,14.218
0.891,1.0294,8.5281
1.5727,5.3042,8.7385
1.5727,5.3042,8.7385
1.5727,5.3042,8.7385
1.6191,2.0742,6.7605
1.6191,2.0742,6.7605
1.6191,2.0742,6.7605
1.6214,4.0467,5.7393
1.363,3.3882,5.8132
1.363,3.3882,5.8132
1.363,3.3882,5.8132
0.4552,10.1909,9.789
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
1.4612,11.6661,14.2639
0.7309,9.9988,9.9068
0.7309,9.9988,9.9068
0.9501,9.696,9.5066
0.9501,9.696,9.5066
0.9501,9.696,9.5066
2.1142,8.8268,9.8156
2.1142,8.8268,9.8156
2.7606,4.8062,9.6359
2.7606,4.8062,9.6359
2.7606,4.8062,9.6359
1.4243,1.3392,8.9745
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
0.6044,12.3933,14.5485
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
1.5563,3.6822,3.4261
0.5387,6.8753,7.9951
0.5387,6.8753,7.9951
0.5387,6.8753,7.9951
0.5387,6.8753,7.9951
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
2.494,2.3037,11.0681
1.1552,0.9974,9.676
1.1552,0.9974,9.676
1.2984,11.9532,14.5755
1.2984,11.9532,14.5755
1.2984,11.9532,14.5755
1.2984,11.9532,14.5755
0.4176,6.9315,6.2527
0.5911,6.3021,7.8261
1.0239,6.7586,9.3643
1.0239,6.7586,9.3643
1.0239,6.7586,9.3643
1.1543,5.5446,6.5254
1.1543,5.5446,6.5254
1.4527,8.1019,9.0074
1.5816,3.9363,5.7219
1.5816,3.9363,5.7219
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
0.9779,2.0513,6.8272
2.8561,4.1543,8.9858
2.8561,4.1543,8.9858
2.3007,2.1056,10.8782
2.3007,2.1056,10.8782
2.3007,2.1056,10.8782
2.3007,2.1056,10.8782
2.3007,2.1056,10.8782
2.7579,3.1538,8.2687
2.7579,3.1538,8.2687
2.7579,3.1538,8.2687
0.6423,7.2706,6.9621
2.9421,4.1185,9.0643
0.4641,12.5069,14.1045
0.4641,12.5069,14.1045
0.7607,2.5368,6.2598
0.7607,2.5368,6.2598
0.5699,2.3147,7.822
0.5699,2.3147,7.822
0.5699,2.3147,7.822
0.5699,2.3147,7.822
0.9638,10.204,10.422
0.9638,10.204,10.422
2.0197,5.1502,9.1554
0.6373,12.35,14.3534
0.6373,12.35,14.3534
0.6373,12.35,14.3534
0.9133,0.7785,9.063
0.4448,12.5617,14.4962
0.4448,12.5617,14.4962
0.4448,12.5617,14.4962
0.4448,12.5617,14.4962
1.7545,8.0963,6.0948
1.7545,8.0963,6.0948
2.4837,4.3521,8.6679
2.4837,4.3521,8.6679
2.4837,4.3521,8.6679
2.4837,4.3521,8.6679
2.4837,4.3521,8.6679
0.4389,12.6917,14.4978
0.5006,4.6305,6.2686
0.41,0.5929,8.3135
0.41,0.5929,8.3135
2.256,8.7628,9.9069
2.256,8.7628,9.9069
2.256,8.7628,9.9069
0.6149,10.3766,10.2979
0.6149,10.3766,10.2979
0.5012,0.6506,8.1647
2.0705,1.8689,10.4873
2.0705,1.8689,10.4873
2.0705,1.8689,10.4873
1.1789,5.6562,6.0166
1.1789,5.6562,6.0166
1.1789,5.6562,6.0166
1.1789,5.6562,6.0166
1.1789,5.6562,6.0166
1.1789,5.6562,6.0166
0.522,7.1712,8.5873
2.7361,4.1837,8.8333
1.218,6.9161,9.5791
1.218,6.9161,9.5791
1.624,11.6127,14.3593
1.624,11.6127,14.3593
1.624,11.6127,14.3593
1.0424,8.6413,10.8705
0.8025,3.9766,3.1949
0.1937,6.8562,6.4772
2.1131,7.7426,5.7196
2.1131,7.7426,5.7196
2.1131,7.7426,5.7196
2.1131,7.7426,5.7196
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
0.6004,7.2363,8.4784
1.9708,3.2637,3.7828
8.4013,4.4716,13.0572
0.4625,7.0749,8.3636
1.6055,2.6701,9.1037
1.6055,2.6701,9.1037
1.6055,2.6701,9.1037
1.6055,2.6701,9.1037
1.8428,8.3126,9.8396
1.8428,8.3126,9.8396
1.8428,8.3126,9.8396
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.2025,4.7799,8.9178
2.6227,4.9835,9.6587
2.6227,4.9835,9.6587
2.6227,4.9835,9.6587
0.4617,0.6423,8.2882
2.0086,1.5766,7.3189
0.3517,6.7164,8.0795
1.7173,4.3782,5.3695
0.2564,0.2045,8.6768
0.7305,6.1906,7.7109
0.7305,6.1906,7.7109
1.2337,5.5053,6.2456
0.733,4.481,3.7897
0.733,4.481,3.7897
0.8045,0.8586,8.7308
0.8045,0.8586,8.7308
0.6193,6.5234,8.9047
0.6193,6.5234,8.9047
0.6193,6.5234,8.9047
0.6837,7.2785,8.3588
